review_id,review_date,product_id,rating,review_text,verified_purchase,helpful_votes,country
R01966,2026-06-08,P002,5,very durable in daily use,True,1,United Kingdom
R01967,2026-01-22,P010,5,still works perfectly after months,False,2,United States
R01968,2025-12-08,P018,5,ok,True,1,United Kingdom
R01969,2025-08-04,P012,3,average experience,True,4,Germany
R01970,2025-10-14,P016,5,fast delivery with no damage,True,5,United States
R01971,2026-03-13,P029,3,confusing setup and difficult controls,True,3,United States
R01972,2026-06-21,P012,1,confusing setup and difficult controls,True,8,Germany
R01973,2026-05-19,P016,2,worth every dollar,True,0,Canada
R01974,2026-06-21,P030,1,arrived late with damaged packaging,True,1,United States
R01975,2025-08-15,P015,5,better quality than expected,True,4,Germany
R01976,2025-08-14,P020,4,overpriced for what it offers,True,5,Australia
R01977,2025-11-17,P013,4,easy to set up and use,True,0,United Kingdom
R01978,2025-08-14,P010,4,arrived early and well packaged,True,4,Germany
R01979,2025-08-10,P017,2,confusing setup and difficult controls,False,3,United States
R01980,2026-05-08,P001,1,durability is unacceptable,True,0,United States
R01981,2025-08-16,P015,5,fits perfectly and feels comfortable,True,4,Canada
R01982,2025-10-24,P019,4,worth every dollar,True,1,Canada
R01983,2026-04-07,P021,5,better quality than expected,True,1,United States
R01984,2025-11-24,P006,5,feels premium and reliable,True,10,United Kingdom
R01985,2025-12-23,P014,5,arrived early and well packaged,True,6,Germany
R01986,2026-07-06,P021,5,comfortable for long sessions,True,0,United Kingdom
R01987,2026-01-16,P007,4,shipping was smooth,True,3,United States
R01988,2025-11-10,P021,5,arrived early and well packaged,True,5,United States
R01989,2026-04-30,P001,1,frustrating to use,True,4,Germany
R01990,2026-07-03,P005,3,does what the listing says,True,4,United States
R01991,2026-05-23,P030,2,instructions are unclear,True,2,United States
R01992,2026-02-26,P010,4,still works perfectly after months,True,3,Germany
R01993,2025-11-13,P021,1,poor value compared with alternatives,False,2,United States
R01994,2026-04-27,P020,4,works intuitively,True,3,United States
R01995,2025-09-09,P004,5,fast delivery with no damage,True,2,United Kingdom
R01996,2026-02-01,P014,5,works intuitively,True,14,United States
R01997,2026-02-10,P006,5,fits perfectly and feels comfortable,True,2,Germany
R01998,2026-02-13,P027,4,excellent price to performance,True,0,Australia
R01999,2026-04-22,P004,5,shipping was smooth,True,2,United Kingdom
R02000,2026-03-07,P003,3,acceptable overall with room to improve,False,6,United States
R02001,2026-07-21,P015,3,works as expected,False,3,United States
R02002,2026-03-13,P011,5,excellent build quality,True,1,United States
R02003,2025-12-21,P006,5,very durable in daily use,True,5,United States
R02004,2026-05-13,P006,4,comfortable for long sessions,True,6,United States
R02005,2026-07-22,P022,3,does what the listing says,True,6,United States
R02006,2025-11-13,P004,5,simple controls and clear instructions,True,2,Canada
R02007,2026-02-03,P018,3,average experience,True,5,United States
R02008,2025-09-29,P003,2,size and fit are exactly right,True,6,Germany
R02009,2026-04-06,P029,2,acceptable overall with room to improve,True,3,United States
R02010,2025-10-16,P002,3,durability is unacceptable,True,4,Germany
R02011,2025-10-15,P028,3,acceptable overall with room to improve,True,2,United States
R02012,2025-11-10,P022,3,average experience,True,0,United Kingdom
R02013,2026-03-02,P008,5,excellent price to performance,True,5,United States
R02014,2025-11-04,P011,4,fits perfectly and feels comfortable,True,2,United Kingdom
R02015,2026-03-13,P014,4,comfortable for long sessions,True,2,Germany
R02016,2026-07-23,P005,5,simple controls and clear instructions,True,0,United States
R02017,2026-05-23,P012,4,still works perfectly after months,True,0,United Kingdom
R02018,2025-11-02,P021,4,worth every dollar,True,2,United States
R02019,2025-11-02,P025,5,shipping was smooth,True,5,United States
R02020,2026-06-05,P011,3,acceptable overall with room to improve,True,4,United States
R02021,2025-12-12,P026,3,acceptable overall with room to improve,True,3,United Kingdom
R02022,2026-06-23,P013,5,fast delivery with no damage,True,2,United States
R02023,2025-10-28,P024,4,feels premium and reliable,True,0,United States
R02024,2025-12-09,P013,4,product received,True,3,United States
R02025,2026-07-30,P008,4,size and fit are exactly right,True,5,Canada
R02026,2025-12-07,P018,4,easy to set up and use,True,0,Australia
R02027,2026-01-04,P002,5,arrived early and well packaged,True,9,Australia
R02028,2026-06-27,P026,5,arrived early and well packaged,True,2,United States
R02029,2026-04-10,P024,4,comfortable for long sessions,True,6,Germany
R02030,2026-06-14,P022,4,shipping was smooth,True,0,Australia
R02031,2026-04-04,P008,1,fit is too tight,True,0,United Kingdom
R02032,2025-10-18,P027,5,excellent price to performance,True,0,United Kingdom
R02033,2025-12-13,P023,2,easy to set up and use,True,6,United States
R02034,2025-08-03,P014,1,poor value compared with alternatives,True,7,United States
R02035,2026-01-18,P005,3,durability is unacceptable,False,0,United Kingdom
R02036,2026-05-10,P010,5,comfortable for long sessions,True,3,United States
R02037,2026-04-30,P007,5,easy to set up and use,True,8,United Kingdom
R02038,2025-12-15,P017,2,worth every dollar,True,0,United States
R02039,2025-11-19,P006,4,worth every dollar,True,3,Australia
R02040,2026-03-17,P004,2,excellent build quality,True,3,United States
R02041,2025-11-28,P020,3,acceptable overall with room to improve,True,3,Canada
R02042,2026-02-12,P027,5,still works perfectly after months,True,3,Australia
R02043,2025-12-14,P026,5,excellent price to performance,True,4,United States
R02044,2025-10-23,P017,5,simple controls and clear instructions,True,3,United States
R02045,2026-03-18,P025,3,acceptable overall with room to improve,True,6,United States
R02046,2025-08-28,P017,5,works intuitively,True,7,United States
R02047,2025-10-10,P024,2,poor value compared with alternatives,True,2,Canada
R02048,2026-03-09,P004,5,easy to set up and use,True,4,United States
R02049,2025-09-17,P014,4,excellent build quality,True,3,United States
R02050,2026-02-26,P015,4,excellent build quality,True,2,Germany
R02051,2025-08-18,P030,4,excellent build quality,True,2,Canada
R02052,2026-04-22,P017,1,defective finish out of the box,True,3,United States
R02053,2026-04-25,P023,2,poor value compared with alternatives,True,14,United States
R02054,2026-03-23,P017,2,confusing setup and difficult controls,True,2,Canada
R02055,2026-04-12,P030,3,frustrating to use,True,2,United Kingdom
R02056,2025-11-29,P029,5,size and fit are exactly right,True,3,United Kingdom
R02057,2026-03-11,P003,4,fits perfectly and feels comfortable,True,3,United States
R02058,2025-12-19,P015,4,simple controls and clear instructions,True,1,United Kingdom
R02059,2026-07-12,P007,3,confusing setup and difficult controls,True,8,Australia
R02060,2025-09-24,P014,5,shipping was smooth,True,1,United Kingdom
R02061,2026-04-09,P012,5,size and fit are exactly right,True,6,United States
R02062,2026-02-19,P022,3,arrived late with damaged packaging,True,0,Germany
R02063,2025-11-16,P028,5,great value for the price,True,4,United States
R02064,2026-05-04,P010,5,has held up really well,True,3,United States
R02065,2026-05-25,P005,5,easy to set up and use,True,0,United Kingdom
R02066,2025-12-18,P008,3,fit is too tight,True,4,Canada
R02067,2025-09-14,P030,5,very durable in daily use,True,2,Canada
R02068,2025-08-25,P002,4,comfortable for long sessions,True,3,United States
R02069,2026-04-10,P013,5,has held up really well,True,2,United States
R02070,2026-05-28,P002,1,durability is unacceptable,True,1,United States
R02071,2025-12-20,P028,4,excellent price to performance,True,1,Australia
R02072,2026-07-18,P024,2,arrived late with damaged packaging,True,2,Canada
R02073,2026-04-14,P018,4,great value for the price,True,4,United States
R02074,2026-06-22,P011,2,very durable in daily use,True,7,United States
R02075,2026-05-20,P029,2,not worth the price,True,0,Germany
R02076,2026-04-14,P014,5,has held up really well,True,0,United States
R02077,2025-11-07,P002,2,defective finish out of the box,True,7,United States
R02078,2026-04-16,P012,5,great value for the price,True,12,United States
R02079,2026-07-23,P009,3,acceptable overall with room to improve,True,4,United States
R02080,2026-06-18,P005,4,easy to set up and use,True,3,United States
R02081,2025-09-23,P001,1,not worth the price,True,5,United States
R02082,2026-07-04,P008,5,arrived early and well packaged,True,0,United States
R02083,2026-06-09,P003,4,feels premium and reliable,False,5,Germany
R02084,2025-09-22,P014,5,better quality than expected,False,0,United Kingdom
R02085,2025-09-23,P016,4,arrived early and well packaged,False,5,United States
R02086,2025-12-02,P011,5,fits perfectly and feels comfortable,True,1,United States
R02087,2025-08-09,P014,5,worth every dollar,True,1,Germany
R02088,2025-08-01,P012,5,very durable in daily use,True,0,Canada
R02089,2026-07-09,P013,3,works as expected,True,1,United States
R02090,2026-06-23,P027,1,confusing setup and difficult controls,True,0,Canada
R02091,2025-12-28,P007,5,has held up really well,True,3,United States
R02092,2026-04-22,P020,5,fits perfectly and feels comfortable,True,3,United States
R02093,2025-11-15,P028,4,worth every dollar,True,2,Australia
R02094,2026-06-30,P020,3,acceptable overall with room to improve,True,1,Australia
R02095,2025-09-05,P020,5,comfortable for long sessions,False,0,United Kingdom
R02096,2025-10-09,P024,4,comfortable for long sessions,True,1,United Kingdom
R02097,2026-07-03,P016,3,average experience,True,4,United States
R02098,2026-07-12,P028,3,overpriced for what it offers,True,3,United States
R02099,2026-01-03,P015,2,does not fit as described,True,7,Germany
R02100,2026-05-13,P015,4,very durable in daily use,True,1,United States
R02101,2026-01-21,P021,5,great value for the price,True,6,United Kingdom
R02102,2025-10-15,P005,3,average experience,True,0,United States
R02103,2026-03-28,P002,2,fit is too tight,True,0,United States
R02104,2025-10-25,P025,4,size and fit are exactly right,True,4,Australia
R02105,2026-02-01,P030,5,shipping was smooth,True,2,United States
R02106,2025-10-31,P022,4,arrived early and well packaged,False,3,United Kingdom
R02107,2025-10-06,P009,5,excellent build quality,True,0,United Kingdom
R02108,2026-04-17,P023,3,average experience,True,2,United States
R02109,2026-04-27,P008,5,very durable in daily use,True,1,United States
R02110,2026-01-18,P007,4,simple controls and clear instructions,True,0,Canada
R02111,2026-03-12,P004,4,has held up really well,True,1,United Kingdom
R02112,2026-07-04,P025,1,does not fit as described,True,5,United States
R02113,2026-04-27,P021,5,simple controls and clear instructions,True,7,United Kingdom
R02114,2026-06-09,P030,4,very durable in daily use,True,0,United States
R02115,2026-03-23,P021,4,easy to set up and use,True,1,Canada
R02116,2025-12-16,P015,4,shipping was smooth,True,2,United States
R02117,2026-06-06,P015,2,arrived late with damaged packaging,True,0,Germany
R02118,2026-02-24,P005,4,better quality than expected,True,1,United Kingdom
R02119,2025-08-22,P003,5,works intuitively,True,0,Australia
R02120,2025-10-15,P007,2,uncomfortable and badly sized,True,2,United States
R02121,2025-10-10,P009,4,excellent build quality,True,4,Canada
R02122,2025-11-09,P022,1,box arrived crushed,True,2,United States
R02123,2026-06-05,P015,5,size and fit are exactly right,True,0,United States
R02124,2025-11-26,P004,5,arrived early and well packaged,True,2,United Kingdom
R02125,2025-11-06,P029,4,not worth the price,True,5,United Kingdom
R02126,2026-06-21,P016,5,arrived early and well packaged,True,1,United States
R02127,2026-05-05,P006,5,easy to set up and use,True,0,United States
R02128,2025-09-18,P009,5,better quality than expected,True,1,United States
R02129,2026-06-26,P001,5,excellent price to performance,True,1,Canada
R02130,2025-10-19,P012,4,works intuitively,True,4,United Kingdom
R02131,2025-12-02,P027,5,still works perfectly after months,True,3,United States
R02132,2025-10-14,P018,5,fits perfectly and feels comfortable,True,4,United States
R02133,2026-07-13,P029,4,great value for the price,True,0,United Kingdom
R02134,2026-07-30,P014,5,arrived early and well packaged,True,1,United States
R02135,2026-05-19,P023,4,better quality than expected,True,1,United Kingdom
R02136,2026-06-29,P026,2,poor value compared with alternatives,True,1,United Kingdom
R02137,2026-05-05,P028,1,arrived late with damaged packaging,True,1,United Kingdom
R02138,2025-12-12,P020,5,still works perfectly after months,True,0,United States
R02139,2026-01-01,P027,3,acceptable overall with room to improve,True,2,United States
R02140,2026-07-28,P030,2,poor build quality and cheap materials,True,1,Germany
R02141,2026-02-21,P017,4,worth every dollar,True,4,United States
R02142,2026-02-06,P009,1,quality is disappointing,True,9,Germany
R02143,2026-02-23,P004,4,fast delivery with no damage,True,3,Canada
R02144,2025-11-20,P009,5,easy to set up and use,True,1,United States
R02145,2026-07-29,P027,5,easy to set up and use,True,4,United States
R02146,2025-10-20,P018,5,comfortable for long sessions,True,1,United States
R02147,2025-10-14,P017,2,confusing setup and difficult controls,True,4,United Kingdom
R02148,2026-03-29,P030,4,arrived early and well packaged,True,1,United States
R02149,2026-04-08,P001,3,acceptable overall with room to improve,True,1,United States
R02150,2025-09-30,P002,1,stopped working after a few weeks,True,2,Canada
R02151,2025-11-05,P025,2,stopped working after a few weeks,True,4,Germany
R02152,2025-08-04,P027,4,shipping was smooth,True,0,United States
R02153,2026-03-03,P022,1,box arrived crushed,True,1,United States
R02154,2025-10-26,P003,4,excellent price to performance,True,2,Germany
R02155,2026-05-01,P024,5,fits perfectly and feels comfortable,True,1,Germany
R02156,2026-04-21,P030,5,arrived early and well packaged,False,1,United States
R02157,2025-09-16,P013,5,great value for the price,True,0,United States
R02158,2026-07-04,P016,4,worth every dollar,True,2,Australia
R02159,2026-07-13,P012,4,better quality than expected,True,2,Germany
R02160,2025-10-25,P027,3,does what the listing says,True,7,United States
R02161,2026-07-02,P008,3,acceptable overall with room to improve,True,1,Australia
R02162,2025-10-02,P004,5,simple controls and clear instructions,True,6,United States
R02163,2026-02-05,P010,5,shipping was smooth,True,1,United Kingdom
R02164,2026-02-06,P025,5,easy to set up and use,True,1,Australia
R02165,2025-09-19,P005,4,better quality than expected,False,3,United States
R02166,2025-08-04,P019,4,has held up really well,True,4,United States
R02167,2025-10-20,P010,5,comfortable for long sessions,True,1,United Kingdom
R02168,2025-12-05,P013,1,poor build quality and cheap materials,True,0,Canada
R02169,2025-09-26,P015,5,fits perfectly and feels comfortable,True,3,United Kingdom
R02170,2025-08-10,P026,5,fits perfectly and feels comfortable,False,2,United States
R02171,2026-06-27,P022,2,average experience,True,1,Canada
R02172,2026-04-25,P002,5,excellent build quality,True,1,Canada
R02173,2026-03-09,P008,3,confusing setup and difficult controls,True,0,United States
R02174,2025-08-02,P006,2,works intuitively,True,1,United States
R02175,2026-06-19,P018,2,confusing setup and difficult controls,True,3,Australia
R02176,2025-12-22,P015,3,does what the listing says,True,4,Germany
R02177,2026-02-04,P013,5,size and fit are exactly right,True,6,United Kingdom
R02178,2025-08-28,P029,3,confusing setup and difficult controls,True,0,United States
R02179,2026-06-02,P022,1,poor build quality and cheap materials,True,2,Germany
R02180,2025-11-23,P011,5,excellent build quality,True,1,Canada
R02181,2026-04-18,P030,5,arrived early and well packaged,True,2,Canada
R02182,2026-03-25,P009,2,defective finish out of the box,True,1,Australia
R02183,2026-03-16,P002,2,stopped working after a few weeks,True,7,United Kingdom
R02184,2026-02-04,P009,5,works intuitively,True,3,Canada
R02185,2026-04-08,P024,4,still works perfectly after months,True,2,United States
R02186,2025-11-24,P009,3,acceptable overall with room to improve,True,2,United States
R02187,2025-10-03,P017,1,arrived late with damaged packaging,True,3,United States
R02188,2025-08-23,P013,4,comfortable for long sessions,True,8,Canada
R02189,2025-09-01,P004,3,average experience,True,0,United Kingdom
R02190,2026-04-30,P011,3,poor build quality and cheap materials,True,0,United States
R02191,2025-10-05,P012,1,box arrived crushed,True,0,United States
R02192,2026-03-27,P017,2,broke much sooner than expected,True,1,Germany
R02193,2025-11-03,P016,1,fit is too tight,True,3,United Kingdom
R02194,2026-06-15,P011,5,excellent build quality,True,3,Canada
R02195,2025-08-22,P028,3,does what the listing says,True,8,United States
R02196,2026-02-21,P008,4,fast delivery with no damage,True,3,United States
R02197,2025-11-16,P010,4,very durable in daily use,True,3,Australia
R02198,2025-11-04,P027,2,defective finish out of the box,True,4,United States
R02199,2026-06-09,P004,4,better quality than expected,True,4,United Kingdom
R02200,2025-11-29,P011,5,arrived early and well packaged,True,1,United States
R02201,2025-11-25,P018,5,arrived early and well packaged,True,2,United States
R02202,2025-08-07,P014,3,works as expected,True,5,Germany
R02203,2025-09-02,P006,1,overpriced for what it offers,True,0,United States
R02204,2026-03-26,P024,5,better quality than expected,True,7,Germany
R02205,2025-12-13,P009,5,has held up really well,True,3,United States
R02206,2025-10-29,P007,5,easy to set up and use,True,0,United States
R02207,2026-07-05,P015,5,works intuitively,True,0,Canada
R02208,2026-06-15,P007,5,excellent price to performance,True,3,United States
R02209,2026-05-07,P026,1,box arrived crushed,True,2,United Kingdom
R02210,2026-03-21,P007,5,great value for the price,True,1,Canada
R02211,2025-12-03,P015,2,fit is too tight,True,2,United States
R02212,2025-08-15,P007,2,defective finish out of the box,True,0,Germany
R02213,2026-07-02,P016,4,has held up really well,True,6,Australia
R02214,2025-11-12,P028,5,worth every dollar,True,6,United States
R02215,2026-07-30,P006,3,average experience,True,0,United Kingdom
R02216,2026-04-03,P028,4,excellent price to performance,True,3,United Kingdom
R02217,2025-11-23,P010,5,excellent price to performance,True,3,Australia
R02218,2025-09-07,P005,5,size and fit are exactly right,True,1,United States
R02219,2026-02-22,P017,3,instructions are unclear,True,5,United Kingdom
R02220,2026-02-20,P004,4,excellent price to performance,True,0,United States
R02221,2025-12-08,P023,2,confusing setup and difficult controls,True,7,United States
R02222,2026-05-29,P023,5,still works perfectly after months,True,10,United Kingdom
R02223,2026-04-01,P024,5,fast delivery with no damage,True,0,United States
R02224,2026-04-03,P026,4,still works perfectly after months,True,1,United Kingdom
R02225,2025-12-14,P016,4,still works perfectly after months,False,5,United Kingdom
R02226,2026-07-10,P007,1,confusing setup and difficult controls,True,3,United Kingdom
R02227,2025-12-12,P003,5,feels premium and reliable,True,13,United States
R02228,2025-08-21,P019,4,has held up really well,True,3,United Kingdom
R02229,2026-07-01,P004,4,great value for the price,True,3,United States
R02230,2025-10-09,P004,3,average experience,True,2,Canada
R02231,2026-05-06,P030,5,excellent build quality,True,6,United States
R02232,2025-09-14,P018,4,great value for the price,False,6,United States
R02233,2026-07-14,P023,3,average experience,True,4,United States
R02234,2025-12-14,P012,4,has held up really well,True,8,United States
R02235,2025-08-30,P027,2,durability is unacceptable,True,7,United Kingdom
R02236,2026-07-14,P014,5,worth every dollar,True,2,Australia
R02237,2026-07-14,P003,5,comfortable for long sessions,False,3,United States
R02238,2025-12-06,P006,5,better quality than expected,True,0,Germany
R02239,2026-06-07,P005,4,excellent price to performance,True,0,United States
R02240,2025-12-23,P029,5,worth every dollar,True,1,United States
R02241,2025-11-26,P020,2,fit is too tight,True,0,United States
R02242,2026-01-20,P008,4,simple controls and clear instructions,False,1,Germany
R02243,2026-05-01,P017,3,frustrating to use,True,7,Canada
R02244,2025-10-23,P008,5,arrived early and well packaged,True,2,Canada
R02245,2026-06-29,P007,4,great value for the price,True,2,Canada
R02246,2025-11-14,P019,4,quality is disappointing,True,3,United States
R02247,2026-02-02,P025,4,size and fit are exactly right,True,1,Canada
R02248,2025-12-19,P022,5,great value for the price,True,2,United States
R02249,2025-09-24,P007,5,shipping was smooth,True,2,Germany
R02250,2026-06-20,P024,4,has held up really well,True,2,Canada
R02251,2026-07-15,P030,3,average experience,True,5,United States
R02252,2026-03-06,P003,5,excellent price to performance,True,3,United States
R02253,2025-11-15,P021,5,works intuitively,True,2,United States
R02254,2026-03-10,P016,1,fit is too tight,True,6,United Kingdom
R02255,2025-10-06,P019,5,comfortable for long sessions,True,3,United States
R02256,2026-04-18,P025,2,not worth the price,False,2,Canada
R02257,2026-06-03,P015,2,box arrived crushed,True,0,United States
R02258,2026-02-12,P019,5,comfortable for long sessions,True,1,United States
R02259,2025-12-10,P014,5,feels premium and reliable,True,1,United States
R02260,2026-03-11,P013,5,very durable in daily use,True,0,Canada
R02261,2025-12-01,P004,5,great value for the price,True,1,United Kingdom
R02262,2026-07-07,P029,2,not worth the price,True,1,Australia
R02263,2025-11-12,P021,1,arrived late with damaged packaging,True,1,United States
R02264,2025-11-25,P001,5,fine,True,2,United Kingdom
R02265,2026-06-02,P029,4,feels premium and reliable,False,4,Germany
R02266,2025-11-09,P014,5,excellent price to performance,True,3,United Kingdom
R02267,2026-01-29,P010,5,comfortable for long sessions,True,1,United States
R02268,2025-10-07,P030,2,not worth the price,True,1,United States
R02269,2025-11-02,P027,4,arrived early and well packaged,False,5,United States
R02270,2026-04-24,P012,5,comfortable for long sessions,True,0,Germany
R02271,2026-02-23,P017,3,works as expected,True,11,Canada
R02272,2025-10-20,P007,4,shipping was smooth,True,0,United States
R02273,2026-07-13,P001,2,defective finish out of the box,True,5,United States
R02274,2025-08-02,P025,3,does what the listing says,True,1,United Kingdom
R02275,2026-07-13,P017,4,simple controls and clear instructions,True,7,United States
R02276,2026-03-13,P009,2,defective finish out of the box,True,2,United States
R02277,2026-07-16,P019,5,has held up really well,True,4,Australia
R02278,2026-06-01,P019,4,better quality than expected,False,1,Australia
R02279,2026-03-12,P028,5,excellent price to performance,True,2,Germany
R02280,2025-12-07,P007,4,product received,True,4,United States
R02281,2026-02-17,P021,5,size and fit are exactly right,True,0,Canada
R02282,2026-07-21,P007,3,box arrived crushed,True,5,United Kingdom
R02283,2025-12-18,P005,4,fits perfectly and feels comfortable,True,0,United States
R02284,2025-08-31,P028,5,excellent price to performance,True,0,United Kingdom
R02285,2025-08-05,P007,4,fast delivery with no damage,True,5,United States
R02286,2025-10-08,P021,5,still works perfectly after months,True,6,United States
R02287,2026-04-07,P004,5,shipping was smooth,True,0,United Kingdom
R02288,2026-02-08,P020,5,fits perfectly and feels comfortable,False,1,United States
R02289,2026-05-26,P006,4,worth every dollar,True,0,United States
R02290,2026-04-14,P030,5,shipping was smooth,True,1,United States
R02291,2026-05-23,P017,2,stopped working after a few weeks,True,0,United Kingdom
R02292,2025-09-07,P014,4,has held up really well,True,1,Canada
R02293,2026-01-19,P026,4,has held up really well,True,4,United Kingdom
R02294,2026-07-27,P017,2,not worth the price,True,1,Australia
R02295,2026-05-28,P022,5,,True,1,United States
R02296,2026-04-12,P014,2,durability is unacceptable,True,4,United States
R02297,2025-12-25,P017,5,easy to set up and use,True,1,United States
R02298,2026-02-23,P007,5,worth every dollar,True,3,Germany
R02299,2026-02-07,P027,3,does what the listing says,True,4,United States
R02300,2025-12-05,P018,5,feels premium and reliable,True,1,United States
R02301,2026-03-21,P024,4,shipping was smooth,True,2,Canada
R02302,2025-11-06,P022,1,delivery took far too long,True,1,Australia
R02303,2026-04-03,P028,5,worth every dollar,True,3,United States
R02304,2026-02-23,P001,5,simple controls and clear instructions,True,2,United States
R02305,2026-01-30,P007,3,works as expected,True,1,United States
R02306,2026-03-27,P008,3,works as expected,True,0,Canada
R02307,2026-05-19,P026,4,easy to set up and use,True,1,United States
R02308,2026-05-12,P007,5,excellent price to performance,True,4,Germany
R02309,2026-02-24,P006,5,better quality than expected,False,8,United States
R02310,2025-08-24,P022,5,great value for the price,True,4,United States
R02311,2026-01-27,P005,4,great value for the price,True,3,United States
R02312,2025-12-03,P030,1,uncomfortable and badly sized,True,0,United States
R02313,2025-10-29,P028,5,excellent price to performance,True,1,United States
R02314,2026-03-28,P030,5,simple controls and clear instructions,False,3,Canada
R02315,2026-07-22,P006,4,shipping was smooth,True,2,United Kingdom
R02316,2026-03-25,P026,3,does what the listing says,True,5,United States
R02317,2026-01-14,P003,2,uncomfortable and badly sized,True,1,United States
R02318,2026-04-28,P030,4,product received,True,0,United States
R02319,2025-08-20,P003,4,great value for the price,True,1,Canada
R02320,2025-12-22,P019,2,overpriced for what it offers,True,6,United States
R02321,2025-10-27,P017,5,simple controls and clear instructions,True,1,Canada
R02322,2025-12-02,P001,2,box arrived crushed,True,1,Germany
R02323,2026-02-24,P019,5,worth every dollar,True,1,United Kingdom
R02324,2025-10-17,P013,2,shipping was smooth,True,9,Australia
R02325,2026-07-05,P019,4,excellent price to performance,True,2,United States
R02326,2026-01-20,P026,5,shipping was smooth,True,1,United States
R02327,2025-12-30,P015,5,worth every dollar,True,1,Canada
R02328,2025-08-27,P024,5,excellent build quality,True,2,Germany
R02329,2026-02-03,P025,5,shipping was smooth,True,3,United States
R02330,2026-02-09,P016,5,excellent price to performance,True,1,Canada
R02331,2025-12-21,P026,4,shipping was smooth,True,0,United Kingdom
R02332,2026-07-20,P012,2,ok,True,1,United Kingdom
R02333,2025-09-09,P003,5,better quality than expected,True,8,United States
R02334,2026-01-24,P012,4,excellent build quality,True,0,United States
R02335,2026-02-02,P015,3,box arrived crushed,True,2,United States
R02336,2026-02-22,P028,3,overpriced for what it offers,True,4,Australia
R02337,2025-09-05,P020,3,acceptable overall with room to improve,True,6,Germany
R02338,2026-04-13,P011,5,size and fit are exactly right,True,11,United States
R02339,2025-10-30,P021,1,uncomfortable and badly sized,False,11,Germany
R02340,2026-05-05,P007,5,easy to set up and use,True,0,United States
R02341,2025-11-10,P003,4,size and fit are exactly right,True,3,United Kingdom
R02342,2025-10-19,P023,4,comfortable for long sessions,True,4,United States
R02343,2026-06-17,P002,3,acceptable overall with room to improve,True,1,Canada
R02344,2026-02-25,P017,4,works intuitively,True,1,United Kingdom
R02345,2026-04-18,P019,4,works intuitively,True,1,Germany
R02346,2026-06-09,P011,5,has held up really well,True,1,Germany
R02347,2026-01-08,P004,3,acceptable overall with room to improve,True,5,United States
R02348,2025-11-18,P030,1,durability is unacceptable,True,8,United States
R02349,2025-09-28,P004,5,product received,True,6,United Kingdom
R02350,2025-08-17,P006,5,worth every dollar,True,1,Australia
R02351,2026-07-17,P026,5,fast delivery with no damage,True,1,Canada
R02352,2025-12-22,P016,4,great value for the price,True,0,United States
R02353,2025-09-22,P026,5,great value for the price,True,6,United States
R02354,2026-02-10,P005,3,works as expected,True,1,United Kingdom
R02355,2025-09-16,P006,3,instructions are unclear,True,4,United States
R02356,2026-01-02,P013,2,box arrived crushed,True,1,United States
R02357,2025-12-19,P005,5,fast delivery with no damage,False,3,United Kingdom
R02358,2025-09-23,P020,3,works as expected,True,13,United States
R02359,2025-10-09,P015,4,very durable in daily use,True,6,United States
R02360,2026-02-15,P027,2,defective finish out of the box,False,3,Germany
R02361,2026-05-04,P020,5,shipping was smooth,True,1,United States
R02362,2025-12-24,P019,5,worth every dollar,True,4,United Kingdom
R02363,2025-10-30,P004,5,fast delivery with no damage,True,1,United States
R02364,2026-05-19,P005,1,confusing setup and difficult controls,False,0,United States
R02365,2026-02-28,P023,4,durability is unacceptable,False,0,Canada
R02366,2026-03-22,P018,5,easy to set up and use,True,2,Germany
R02367,2026-03-02,P007,5,easy to set up and use,True,2,United Kingdom
R02368,2026-05-24,P009,1,defective finish out of the box,True,4,United States
R02369,2026-02-03,P023,4,worth every dollar,True,0,United States
R02370,2026-02-09,P015,5,fits perfectly and feels comfortable,False,0,United States
R02371,2026-06-07,P029,3,acceptable overall with room to improve,True,0,United States
R02372,2025-12-24,P015,3,works as expected,True,0,United States
R02373,2026-02-25,P030,5,excellent price to performance,True,7,United States
R02374,2025-09-27,P010,3,average experience,True,2,United Kingdom
R02375,2026-02-22,P026,1,durability is unacceptable,True,0,United States
R02376,2026-05-22,P003,5,excellent build quality,True,9,United Kingdom
R02377,2026-06-14,P011,5,works intuitively,True,1,Canada
R02378,2025-10-02,P005,4,very durable in daily use,False,2,United Kingdom
R02379,2025-12-12,P023,4,has held up really well,True,1,Germany
R02380,2025-10-27,P025,5,feels premium and reliable,True,2,Canada
R02381,2026-05-05,P021,5,has held up really well,True,4,United Kingdom
R02382,2026-01-04,P019,3,acceptable overall with room to improve,True,1,United Kingdom
R02383,2025-12-12,P028,2,works as expected,True,3,United States
R02384,2026-07-11,P028,5,better quality than expected,True,1,United States
R02385,2025-11-17,P003,4,has held up really well,False,0,United Kingdom
R02386,2026-05-08,P030,4,fast delivery with no damage,True,4,Germany
R02387,2025-11-06,P029,5,better quality than expected,True,4,United States
R02388,2025-10-21,P030,4,comfortable for long sessions,True,8,United States
R02389,2025-10-13,P022,5,arrived early and well packaged,True,3,United States
R02390,2026-01-23,P006,4,fits perfectly and feels comfortable,True,3,United States
R02391,2026-01-31,P003,1,arrived late with damaged packaging,True,2,United States
R02392,2025-11-26,P028,1,poor value compared with alternatives,True,0,United States
R02393,2026-06-08,P029,5,arrived early and well packaged,True,3,Canada
