review_id,review_date,product_id,rating,review_text,verified_purchase,helpful_votes,country,text_sentiment,primary_topic,topic_evidence,rating_sentiment,sentiment_mismatch,review_month
R02017,2026-05-23,P012,4,still works perfectly after months,True,0,United Kingdom,positive,durability,1,positive,False,2026-05
R02018,2025-11-02,P021,4,worth every dollar,True,2,United States,positive,value,1,positive,False,2025-11
R02019,2025-11-02,P025,5,shipping was smooth,True,5,United States,positive,delivery,1,positive,False,2025-11
R02020,2026-06-05,P011,3,acceptable overall with room to improve,True,4,United States,neutral,unclassified,0,neutral,False,2026-06
R02021,2025-12-12,P026,3,acceptable overall with room to improve,True,3,United Kingdom,neutral,unclassified,0,neutral,False,2025-12
R02022,2026-06-23,P013,5,fast delivery with no damage,True,2,United States,positive,delivery,1,positive,False,2026-06
R02023,2025-10-28,P024,4,feels premium and reliable,True,0,United States,positive,unclassified,0,positive,False,2025-10
R02024,2025-12-09,P013,4,product received,True,3,United States,neutral,unclassified,0,positive,False,2025-12
R02025,2026-07-30,P008,4,size and fit are exactly right,True,5,Canada,positive,fit,2,positive,False,2026-07
R02026,2025-12-07,P018,4,easy to set up and use,True,0,Australia,positive,usability,1,positive,False,2025-12
R02027,2026-01-04,P002,5,arrived early and well packaged,True,9,Australia,positive,delivery,1,positive,False,2026-01
R02028,2026-06-27,P026,5,arrived early and well packaged,True,2,United States,positive,delivery,1,positive,False,2026-06
R02029,2026-04-10,P024,4,comfortable for long sessions,True,6,Germany,positive,fit,1,positive,False,2026-04
R02030,2026-06-14,P022,4,shipping was smooth,True,0,Australia,positive,delivery,1,positive,False,2026-06
R02031,2026-04-04,P008,1,fit is too tight,True,0,United Kingdom,negative,fit,2,negative,False,2026-04
R02032,2025-10-18,P027,5,excellent price to performance,True,0,United Kingdom,positive,value,1,positive,False,2025-10
R02033,2025-12-13,P023,2,easy to set up and use,True,6,United States,positive,usability,1,negative,True,2025-12
R02034,2025-08-03,P014,1,poor value compared with alternatives,True,7,United States,negative,value,1,negative,False,2025-08
R02035,2026-01-18,P005,3,durability is unacceptable,False,0,United Kingdom,negative,unclassified,0,neutral,False,2026-01
R02036,2026-05-10,P010,5,comfortable for long sessions,True,3,United States,positive,fit,1,positive,False,2026-05
R02037,2026-04-30,P007,5,easy to set up and use,True,8,United Kingdom,positive,usability,1,positive,False,2026-04
R02038,2025-12-15,P017,2,worth every dollar,True,0,United States,positive,value,1,negative,True,2025-12
R02039,2025-11-19,P006,4,worth every dollar,True,3,Australia,positive,value,1,positive,False,2025-11
R02040,2026-03-17,P004,2,excellent build quality,True,3,United States,positive,quality,1,negative,True,2026-03
R02041,2025-11-28,P020,3,acceptable overall with room to improve,True,3,Canada,neutral,unclassified,0,neutral,False,2025-11
R02042,2026-02-12,P027,5,still works perfectly after months,True,3,Australia,positive,durability,1,positive,False,2026-02
R02043,2025-12-14,P026,5,excellent price to performance,True,4,United States,positive,value,1,positive,False,2025-12
R02044,2025-10-23,P017,5,simple controls and clear instructions,True,3,United States,positive,usability,2,positive,False,2025-10
R02045,2026-03-18,P025,3,acceptable overall with room to improve,True,6,United States,neutral,unclassified,0,neutral,False,2026-03
R02046,2025-08-28,P017,5,works intuitively,True,7,United States,positive,usability,1,positive,False,2025-08
R02047,2025-10-10,P024,2,poor value compared with alternatives,True,2,Canada,negative,value,1,negative,False,2025-10
R02048,2026-03-09,P004,5,easy to set up and use,True,4,United States,positive,usability,1,positive,False,2026-03
R02049,2025-09-17,P014,4,excellent build quality,True,3,United States,positive,quality,1,positive,False,2025-09
R02050,2026-02-26,P015,4,excellent build quality,True,2,Germany,positive,quality,1,positive,False,2026-02
R02051,2025-08-18,P030,4,excellent build quality,True,2,Canada,positive,quality,1,positive,False,2025-08
R02052,2026-04-22,P017,1,defective finish out of the box,True,3,United States,negative,quality,1,negative,False,2026-04
R02053,2026-04-25,P023,2,poor value compared with alternatives,True,14,United States,negative,value,1,negative,False,2026-04
R02054,2026-03-23,P017,2,confusing setup and difficult controls,True,2,Canada,negative,usability,2,negative,False,2026-03
R02055,2026-04-12,P030,3,frustrating to use,True,2,United Kingdom,negative,usability,1,neutral,False,2026-04
R02056,2025-11-29,P029,5,size and fit are exactly right,True,3,United Kingdom,positive,fit,2,positive,False,2025-11
R02057,2026-03-11,P003,4,fits perfectly and feels comfortable,True,3,United States,positive,fit,2,positive,False,2026-03
R02058,2025-12-19,P015,4,simple controls and clear instructions,True,1,United Kingdom,positive,usability,2,positive,False,2025-12
R02059,2026-07-12,P007,3,confusing setup and difficult controls,True,8,Australia,negative,usability,2,neutral,False,2026-07
R02060,2025-09-24,P014,5,shipping was smooth,True,1,United Kingdom,positive,delivery,1,positive,False,2025-09
R02061,2026-04-09,P012,5,size and fit are exactly right,True,6,United States,positive,fit,2,positive,False,2026-04
R02062,2026-02-19,P022,3,arrived late with damaged packaging,True,0,Germany,negative,delivery,2,neutral,False,2026-02
R02063,2025-11-16,P028,5,great value for the price,True,4,United States,positive,value,2,positive,False,2025-11
R02064,2026-05-04,P010,5,has held up really well,True,3,United States,neutral,unclassified,0,positive,False,2026-05
R02065,2026-05-25,P005,5,easy to set up and use,True,0,United Kingdom,positive,usability,1,positive,False,2026-05
R02066,2025-12-18,P008,3,fit is too tight,True,4,Canada,negative,fit,2,neutral,False,2025-12
R02067,2025-09-14,P030,5,very durable in daily use,True,2,Canada,positive,durability,1,positive,False,2025-09
R02068,2025-08-25,P002,4,comfortable for long sessions,True,3,United States,positive,fit,1,positive,False,2025-08
R02069,2026-04-10,P013,5,has held up really well,True,2,United States,neutral,unclassified,0,positive,False,2026-04
R02070,2026-05-28,P002,1,durability is unacceptable,True,1,United States,negative,unclassified,0,negative,False,2026-05
R02071,2025-12-20,P028,4,excellent price to performance,True,1,Australia,positive,value,1,positive,False,2025-12
R02072,2026-07-18,P024,2,arrived late with damaged packaging,True,2,Canada,negative,delivery,2,negative,False,2026-07
R02073,2026-04-14,P018,4,great value for the price,True,4,United States,positive,value,2,positive,False,2026-04
R02074,2026-06-22,P011,2,very durable in daily use,True,7,United States,positive,durability,1,negative,True,2026-06
R02075,2026-05-20,P029,2,not worth the price,True,0,Germany,neutral,value,2,negative,False,2026-05
R02076,2026-04-14,P014,5,has held up really well,True,0,United States,neutral,unclassified,0,positive,False,2026-04
R02077,2025-11-07,P002,2,defective finish out of the box,True,7,United States,negative,quality,1,negative,False,2025-11
R02078,2026-04-16,P012,5,great value for the price,True,12,United States,positive,value,2,positive,False,2026-04
R02079,2026-07-23,P009,3,acceptable overall with room to improve,True,4,United States,neutral,unclassified,0,neutral,False,2026-07
R02080,2026-06-18,P005,4,easy to set up and use,True,3,United States,positive,usability,1,positive,False,2026-06
R02081,2025-09-23,P001,1,not worth the price,True,5,United States,neutral,value,2,negative,False,2025-09
R02082,2026-07-04,P008,5,arrived early and well packaged,True,0,United States,positive,delivery,1,positive,False,2026-07
R02083,2026-06-09,P003,4,feels premium and reliable,False,5,Germany,positive,unclassified,0,positive,False,2026-06
R02084,2025-09-22,P014,5,better quality than expected,False,0,United Kingdom,neutral,quality,1,positive,False,2025-09
R02085,2025-09-23,P016,4,arrived early and well packaged,False,5,United States,positive,delivery,1,positive,False,2025-09
R02086,2025-12-02,P011,5,fits perfectly and feels comfortable,True,1,United States,positive,fit,2,positive,False,2025-12
R02087,2025-08-09,P014,5,worth every dollar,True,1,Germany,positive,value,1,positive,False,2025-08
R02088,2025-08-01,P012,5,very durable in daily use,True,0,Canada,positive,durability,1,positive,False,2025-08
R02089,2026-07-09,P013,3,works as expected,True,1,United States,neutral,unclassified,0,neutral,False,2026-07
R02090,2026-06-23,P027,1,confusing setup and difficult controls,True,0,Canada,negative,usability,2,negative,False,2026-06
R02091,2025-12-28,P007,5,has held up really well,True,3,United States,neutral,unclassified,0,positive,False,2025-12
R02092,2026-04-22,P020,5,fits perfectly and feels comfortable,True,3,United States,positive,fit,2,positive,False,2026-04
R02093,2025-11-15,P028,4,worth every dollar,True,2,Australia,positive,value,1,positive,False,2025-11
R02094,2026-06-30,P020,3,acceptable overall with room to improve,True,1,Australia,neutral,unclassified,0,neutral,False,2026-06
R02095,2025-09-05,P020,5,comfortable for long sessions,False,0,United Kingdom,positive,fit,1,positive,False,2025-09
R02096,2025-10-09,P024,4,comfortable for long sessions,True,1,United Kingdom,positive,fit,1,positive,False,2025-10
R02097,2026-07-03,P016,3,average experience,True,4,United States,neutral,unclassified,0,neutral,False,2026-07
R02098,2026-07-12,P028,3,overpriced for what it offers,True,3,United States,negative,value,2,neutral,False,2026-07
R02099,2026-01-03,P015,2,does not fit as described,True,7,Germany,negative,fit,1,negative,False,2026-01
R02100,2026-05-13,P015,4,very durable in daily use,True,1,United States,positive,durability,1,positive,False,2026-05
R02101,2026-01-21,P021,5,great value for the price,True,6,United Kingdom,positive,value,2,positive,False,2026-01
R02102,2025-10-15,P005,3,average experience,True,0,United States,neutral,unclassified,0,neutral,False,2025-10
R02103,2026-03-28,P002,2,fit is too tight,True,0,United States,negative,fit,2,negative,False,2026-03
R02104,2025-10-25,P025,4,size and fit are exactly right,True,4,Australia,positive,fit,2,positive,False,2025-10
R02105,2026-02-01,P030,5,shipping was smooth,True,2,United States,positive,delivery,1,positive,False,2026-02
R02106,2025-10-31,P022,4,arrived early and well packaged,False,3,United Kingdom,positive,delivery,1,positive,False,2025-10
R02107,2025-10-06,P009,5,excellent build quality,True,0,United Kingdom,positive,quality,1,positive,False,2025-10
R02108,2026-04-17,P023,3,average experience,True,2,United States,neutral,unclassified,0,neutral,False,2026-04
R02109,2026-04-27,P008,5,very durable in daily use,True,1,United States,positive,durability,1,positive,False,2026-04
R02110,2026-01-18,P007,4,simple controls and clear instructions,True,0,Canada,positive,usability,2,positive,False,2026-01
R02111,2026-03-12,P004,4,has held up really well,True,1,United Kingdom,neutral,unclassified,0,positive,False,2026-03
R02112,2026-07-04,P025,1,does not fit as described,True,5,United States,negative,fit,1,negative,False,2026-07
R02113,2026-04-27,P021,5,simple controls and clear instructions,True,7,United Kingdom,positive,usability,2,positive,False,2026-04
R02114,2026-06-09,P030,4,very durable in daily use,True,0,United States,positive,durability,1,positive,False,2026-06
R02115,2026-03-23,P021,4,easy to set up and use,True,1,Canada,positive,usability,1,positive,False,2026-03
R02116,2025-12-16,P015,4,shipping was smooth,True,2,United States,positive,delivery,1,positive,False,2025-12
R02117,2026-06-06,P015,2,arrived late with damaged packaging,True,0,Germany,negative,delivery,2,negative,False,2026-06
R02118,2026-02-24,P005,4,better quality than expected,True,1,United Kingdom,neutral,quality,1,positive,False,2026-02
R02119,2025-08-22,P003,5,works intuitively,True,0,Australia,positive,usability,1,positive,False,2025-08
R02120,2025-10-15,P007,2,uncomfortable and badly sized,True,2,United States,negative,fit,2,negative,False,2025-10
R02121,2025-10-10,P009,4,excellent build quality,True,4,Canada,positive,quality,1,positive,False,2025-10
R02122,2025-11-09,P022,1,box arrived crushed,True,2,United States,negative,delivery,2,negative,False,2025-11
R02123,2026-06-05,P015,5,size and fit are exactly right,True,0,United States,positive,fit,2,positive,False,2026-06
R02124,2025-11-26,P004,5,arrived early and well packaged,True,2,United Kingdom,positive,delivery,1,positive,False,2025-11
R02125,2025-11-06,P029,4,not worth the price,True,5,United Kingdom,neutral,value,2,positive,False,2025-11
R02126,2026-06-21,P016,5,arrived early and well packaged,True,1,United States,positive,delivery,1,positive,False,2026-06
R02127,2026-05-05,P006,5,easy to set up and use,True,0,United States,positive,usability,1,positive,False,2026-05
R02128,2025-09-18,P009,5,better quality than expected,True,1,United States,neutral,quality,1,positive,False,2025-09
R02129,2026-06-26,P001,5,excellent price to performance,True,1,Canada,positive,value,1,positive,False,2026-06
R02130,2025-10-19,P012,4,works intuitively,True,4,United Kingdom,positive,usability,1,positive,False,2025-10
R02131,2025-12-02,P027,5,still works perfectly after months,True,3,United States,positive,durability,1,positive,False,2025-12
R02132,2025-10-14,P018,5,fits perfectly and feels comfortable,True,4,United States,positive,fit,2,positive,False,2025-10
R02133,2026-07-13,P029,4,great value for the price,True,0,United Kingdom,positive,value,2,positive,False,2026-07
R02134,2026-07-30,P014,5,arrived early and well packaged,True,1,United States,positive,delivery,1,positive,False,2026-07
R02135,2026-05-19,P023,4,better quality than expected,True,1,United Kingdom,neutral,quality,1,positive,False,2026-05
R02136,2026-06-29,P026,2,poor value compared with alternatives,True,1,United Kingdom,negative,value,1,negative,False,2026-06
R02137,2026-05-05,P028,1,arrived late with damaged packaging,True,1,United Kingdom,negative,delivery,2,negative,False,2026-05
R02138,2025-12-12,P020,5,still works perfectly after months,True,0,United States,positive,durability,1,positive,False,2025-12
R02139,2026-01-01,P027,3,acceptable overall with room to improve,True,2,United States,neutral,unclassified,0,neutral,False,2026-01
R02140,2026-07-28,P030,2,poor build quality and cheap materials,True,1,Germany,negative,quality,2,negative,False,2026-07
R02141,2026-02-21,P017,4,worth every dollar,True,4,United States,positive,value,1,positive,False,2026-02
R02142,2026-02-06,P009,1,quality is disappointing,True,9,Germany,negative,quality,1,negative,False,2026-02
R02143,2026-02-23,P004,4,fast delivery with no damage,True,3,Canada,positive,delivery,1,positive,False,2026-02
R02144,2025-11-20,P009,5,easy to set up and use,True,1,United States,positive,usability,1,positive,False,2025-11
R02145,2026-07-29,P027,5,easy to set up and use,True,4,United States,positive,usability,1,positive,False,2026-07
R02146,2025-10-20,P018,5,comfortable for long sessions,True,1,United States,positive,fit,1,positive,False,2025-10
R02147,2025-10-14,P017,2,confusing setup and difficult controls,True,4,United Kingdom,negative,usability,2,negative,False,2025-10
R02148,2026-03-29,P030,4,arrived early and well packaged,True,1,United States,positive,delivery,1,positive,False,2026-03
R02149,2026-04-08,P001,3,acceptable overall with room to improve,True,1,United States,neutral,unclassified,0,neutral,False,2026-04
R02150,2025-09-30,P002,1,stopped working after a few weeks,True,2,Canada,negative,durability,2,negative,False,2025-09
R02151,2025-11-05,P025,2,stopped working after a few weeks,True,4,Germany,negative,durability,2,negative,False,2025-11
R02152,2025-08-04,P027,4,shipping was smooth,True,0,United States,positive,delivery,1,positive,False,2025-08
R02153,2026-03-03,P022,1,box arrived crushed,True,1,United States,negative,delivery,2,negative,False,2026-03
R02154,2025-10-26,P003,4,excellent price to performance,True,2,Germany,positive,value,1,positive,False,2025-10
R02155,2026-05-01,P024,5,fits perfectly and feels comfortable,True,1,Germany,positive,fit,2,positive,False,2026-05
R02156,2026-04-21,P030,5,arrived early and well packaged,False,1,United States,positive,delivery,1,positive,False,2026-04
R02157,2025-09-16,P013,5,great value for the price,True,0,United States,positive,value,2,positive,False,2025-09
R02158,2026-07-04,P016,4,worth every dollar,True,2,Australia,positive,value,1,positive,False,2026-07
R02159,2026-07-13,P012,4,better quality than expected,True,2,Germany,neutral,quality,1,positive,False,2026-07
R02160,2025-10-25,P027,3,does what the listing says,True,7,United States,neutral,unclassified,0,neutral,False,2025-10
R02161,2026-07-02,P008,3,acceptable overall with room to improve,True,1,Australia,neutral,unclassified,0,neutral,False,2026-07
R02162,2025-10-02,P004,5,simple controls and clear instructions,True,6,United States,positive,usability,2,positive,False,2025-10
R02163,2026-02-05,P010,5,shipping was smooth,True,1,United Kingdom,positive,delivery,1,positive,False,2026-02
R02164,2026-02-06,P025,5,easy to set up and use,True,1,Australia,positive,usability,1,positive,False,2026-02
R02165,2025-09-19,P005,4,better quality than expected,False,3,United States,neutral,quality,1,positive,False,2025-09
R02166,2025-08-04,P019,4,has held up really well,True,4,United States,neutral,unclassified,0,positive,False,2025-08
R02167,2025-10-20,P010,5,comfortable for long sessions,True,1,United Kingdom,positive,fit,1,positive,False,2025-10
R02168,2025-12-05,P013,1,poor build quality and cheap materials,True,0,Canada,negative,quality,2,negative,False,2025-12
R02169,2025-09-26,P015,5,fits perfectly and feels comfortable,True,3,United Kingdom,positive,fit,2,positive,False,2025-09
R02170,2025-08-10,P026,5,fits perfectly and feels comfortable,False,2,United States,positive,fit,2,positive,False,2025-08
R02171,2026-06-27,P022,2,average experience,True,1,Canada,neutral,unclassified,0,negative,False,2026-06
R02172,2026-04-25,P002,5,excellent build quality,True,1,Canada,positive,quality,1,positive,False,2026-04
R02173,2026-03-09,P008,3,confusing setup and difficult controls,True,0,United States,negative,usability,2,neutral,False,2026-03
R02174,2025-08-02,P006,2,works intuitively,True,1,United States,positive,usability,1,negative,True,2025-08
R02175,2026-06-19,P018,2,confusing setup and difficult controls,True,3,Australia,negative,usability,2,negative,False,2026-06
R02176,2025-12-22,P015,3,does what the listing says,True,4,Germany,neutral,unclassified,0,neutral,False,2025-12
R02177,2026-02-04,P013,5,size and fit are exactly right,True,6,United Kingdom,positive,fit,2,positive,False,2026-02
R02178,2025-08-28,P029,3,confusing setup and difficult controls,True,0,United States,negative,usability,2,neutral,False,2025-08
R02179,2026-06-02,P022,1,poor build quality and cheap materials,True,2,Germany,negative,quality,2,negative,False,2026-06
R02180,2025-11-23,P011,5,excellent build quality,True,1,Canada,positive,quality,1,positive,False,2025-11
R02181,2026-04-18,P030,5,arrived early and well packaged,True,2,Canada,positive,delivery,1,positive,False,2026-04
R02182,2026-03-25,P009,2,defective finish out of the box,True,1,Australia,negative,quality,1,negative,False,2026-03
R02183,2026-03-16,P002,2,stopped working after a few weeks,True,7,United Kingdom,negative,durability,2,negative,False,2026-03
R02184,2026-02-04,P009,5,works intuitively,True,3,Canada,positive,usability,1,positive,False,2026-02
R02185,2026-04-08,P024,4,still works perfectly after months,True,2,United States,positive,durability,1,positive,False,2026-04
R02186,2025-11-24,P009,3,acceptable overall with room to improve,True,2,United States,neutral,unclassified,0,neutral,False,2025-11
R02187,2025-10-03,P017,1,arrived late with damaged packaging,True,3,United States,negative,delivery,2,negative,False,2025-10
R02188,2025-08-23,P013,4,comfortable for long sessions,True,8,Canada,positive,fit,1,positive,False,2025-08
R02189,2025-09-01,P004,3,average experience,True,0,United Kingdom,neutral,unclassified,0,neutral,False,2025-09
R02190,2026-04-30,P011,3,poor build quality and cheap materials,True,0,United States,negative,quality,2,neutral,False,2026-04
R02191,2025-10-05,P012,1,box arrived crushed,True,0,United States,negative,delivery,2,negative,False,2025-10
R02192,2026-03-27,P017,2,broke much sooner than expected,True,1,Germany,negative,durability,1,negative,False,2026-03
R02193,2025-11-03,P016,1,fit is too tight,True,3,United Kingdom,negative,fit,2,negative,False,2025-11
R02194,2026-06-15,P011,5,excellent build quality,True,3,Canada,positive,quality,1,positive,False,2026-06
R02195,2025-08-22,P028,3,does what the listing says,True,8,United States,neutral,unclassified,0,neutral,False,2025-08
R02196,2026-02-21,P008,4,fast delivery with no damage,True,3,United States,positive,delivery,1,positive,False,2026-02
R02197,2025-11-16,P010,4,very durable in daily use,True,3,Australia,positive,durability,1,positive,False,2025-11
R02198,2025-11-04,P027,2,defective finish out of the box,True,4,United States,negative,quality,1,negative,False,2025-11
R02199,2026-06-09,P004,4,better quality than expected,True,4,United Kingdom,neutral,quality,1,positive,False,2026-06
R02200,2025-11-29,P011,5,arrived early and well packaged,True,1,United States,positive,delivery,1,positive,False,2025-11
R02201,2025-11-25,P018,5,arrived early and well packaged,True,2,United States,positive,delivery,1,positive,False,2025-11
R02202,2025-08-07,P014,3,works as expected,True,5,Germany,neutral,unclassified,0,neutral,False,2025-08
R02203,2025-09-02,P006,1,overpriced for what it offers,True,0,United States,negative,value,2,negative,False,2025-09
R02204,2026-03-26,P024,5,better quality than expected,True,7,Germany,neutral,quality,1,positive,False,2026-03
R02205,2025-12-13,P009,5,has held up really well,True,3,United States,neutral,unclassified,0,positive,False,2025-12
R02206,2025-10-29,P007,5,easy to set up and use,True,0,United States,positive,usability,1,positive,False,2025-10
R02207,2026-07-05,P015,5,works intuitively,True,0,Canada,positive,usability,1,positive,False,2026-07
R02208,2026-06-15,P007,5,excellent price to performance,True,3,United States,positive,value,1,positive,False,2026-06
R02209,2026-05-07,P026,1,box arrived crushed,True,2,United Kingdom,negative,delivery,2,negative,False,2026-05
R02210,2026-03-21,P007,5,great value for the price,True,1,Canada,positive,value,2,positive,False,2026-03
R02211,2025-12-03,P015,2,fit is too tight,True,2,United States,negative,fit,2,negative,False,2025-12
R02212,2025-08-15,P007,2,defective finish out of the box,True,0,Germany,negative,quality,1,negative,False,2025-08
R02213,2026-07-02,P016,4,has held up really well,True,6,Australia,neutral,unclassified,0,positive,False,2026-07
R02214,2025-11-12,P028,5,worth every dollar,True,6,United States,positive,value,1,positive,False,2025-11
R02215,2026-07-30,P006,3,average experience,True,0,United Kingdom,neutral,unclassified,0,neutral,False,2026-07
R02216,2026-04-03,P028,4,excellent price to performance,True,3,United Kingdom,positive,value,1,positive,False,2026-04
R02217,2025-11-23,P010,5,excellent price to performance,True,3,Australia,positive,value,1,positive,False,2025-11
R02218,2025-09-07,P005,5,size and fit are exactly right,True,1,United States,positive,fit,2,positive,False,2025-09
R02219,2026-02-22,P017,3,instructions are unclear,True,5,United Kingdom,negative,usability,1,neutral,False,2026-02
R02220,2026-02-20,P004,4,excellent price to performance,True,0,United States,positive,value,1,positive,False,2026-02
R02221,2025-12-08,P023,2,confusing setup and difficult controls,True,7,United States,negative,usability,2,negative,False,2025-12
R02222,2026-05-29,P023,5,still works perfectly after months,True,10,United Kingdom,positive,durability,1,positive,False,2026-05
R02223,2026-04-01,P024,5,fast delivery with no damage,True,0,United States,positive,delivery,1,positive,False,2026-04
R02224,2026-04-03,P026,4,still works perfectly after months,True,1,United Kingdom,positive,durability,1,positive,False,2026-04
R02225,2025-12-14,P016,4,still works perfectly after months,False,5,United Kingdom,positive,durability,1,positive,False,2025-12
R02226,2026-07-10,P007,1,confusing setup and difficult controls,True,3,United Kingdom,negative,usability,2,negative,False,2026-07
R02227,2025-12-12,P003,5,feels premium and reliable,True,13,United States,positive,unclassified,0,positive,False,2025-12
R02228,2025-08-21,P019,4,has held up really well,True,3,United Kingdom,neutral,unclassified,0,positive,False,2025-08
R02229,2026-07-01,P004,4,great value for the price,True,3,United States,positive,value,2,positive,False,2026-07
R02230,2025-10-09,P004,3,average experience,True,2,Canada,neutral,unclassified,0,neutral,False,2025-10
R02231,2026-05-06,P030,5,excellent build quality,True,6,United States,positive,quality,1,positive,False,2026-05
R02232,2025-09-14,P018,4,great value for the price,False,6,United States,positive,value,2,positive,False,2025-09
R02233,2026-07-14,P023,3,average experience,True,4,United States,neutral,unclassified,0,neutral,False,2026-07
R02234,2025-12-14,P012,4,has held up really well,True,8,United States,neutral,unclassified,0,positive,False,2025-12
R02235,2025-08-30,P027,2,durability is unacceptable,True,7,United Kingdom,negative,unclassified,0,negative,False,2025-08
R02236,2026-07-14,P014,5,worth every dollar,True,2,Australia,positive,value,1,positive,False,2026-07
R02237,2026-07-14,P003,5,comfortable for long sessions,False,3,United States,positive,fit,1,positive,False,2026-07
R02238,2025-12-06,P006,5,better quality than expected,True,0,Germany,neutral,quality,1,positive,False,2025-12
R02239,2026-06-07,P005,4,excellent price to performance,True,0,United States,positive,value,1,positive,False,2026-06
R02240,2025-12-23,P029,5,worth every dollar,True,1,United States,positive,value,1,positive,False,2025-12
R02241,2025-11-26,P020,2,fit is too tight,True,0,United States,negative,fit,2,negative,False,2025-11
R02242,2026-01-20,P008,4,simple controls and clear instructions,False,1,Germany,positive,usability,2,positive,False,2026-01
R02243,2026-05-01,P017,3,frustrating to use,True,7,Canada,negative,usability,1,neutral,False,2026-05
R02244,2025-10-23,P008,5,arrived early and well packaged,True,2,Canada,positive,delivery,1,positive,False,2025-10
R02245,2026-06-29,P007,4,great value for the price,True,2,Canada,positive,value,2,positive,False,2026-06
R02246,2025-11-14,P019,4,quality is disappointing,True,3,United States,negative,quality,1,positive,True,2025-11
R02247,2026-02-02,P025,4,size and fit are exactly right,True,1,Canada,positive,fit,2,positive,False,2026-02
R02248,2025-12-19,P022,5,great value for the price,True,2,United States,positive,value,2,positive,False,2025-12
R02249,2025-09-24,P007,5,shipping was smooth,True,2,Germany,positive,delivery,1,positive,False,2025-09
R02250,2026-06-20,P024,4,has held up really well,True,2,Canada,neutral,unclassified,0,positive,False,2026-06
R02251,2026-07-15,P030,3,average experience,True,5,United States,neutral,unclassified,0,neutral,False,2026-07
R02252,2026-03-06,P003,5,excellent price to performance,True,3,United States,positive,value,1,positive,False,2026-03
R02253,2025-11-15,P021,5,works intuitively,True,2,United States,positive,usability,1,positive,False,2025-11
R02254,2026-03-10,P016,1,fit is too tight,True,6,United Kingdom,negative,fit,2,negative,False,2026-03
R02255,2025-10-06,P019,5,comfortable for long sessions,True,3,United States,positive,fit,1,positive,False,2025-10
R02256,2026-04-18,P025,2,not worth the price,False,2,Canada,neutral,value,2,negative,False,2026-04
R02257,2026-06-03,P015,2,box arrived crushed,True,0,United States,negative,delivery,2,negative,False,2026-06
R02258,2026-02-12,P019,5,comfortable for long sessions,True,1,United States,positive,fit,1,positive,False,2026-02
R02259,2025-12-10,P014,5,feels premium and reliable,True,1,United States,positive,unclassified,0,positive,False,2025-12
R02260,2026-03-11,P013,5,very durable in daily use,True,0,Canada,positive,durability,1,positive,False,2026-03
R02261,2025-12-01,P004,5,great value for the price,True,1,United Kingdom,positive,value,2,positive,False,2025-12
R02262,2026-07-07,P029,2,not worth the price,True,1,Australia,neutral,value,2,negative,False,2026-07
R02263,2025-11-12,P021,1,arrived late with damaged packaging,True,1,United States,negative,delivery,2,negative,False,2025-11
R02264,2025-11-25,P001,5,fine,True,2,United Kingdom,neutral,unclassified,0,positive,False,2025-11
R02265,2026-06-02,P029,4,feels premium and reliable,False,4,Germany,positive,unclassified,0,positive,False,2026-06
R02266,2025-11-09,P014,5,excellent price to performance,True,3,United Kingdom,positive,value,1,positive,False,2025-11
R02267,2026-01-29,P010,5,comfortable for long sessions,True,1,United States,positive,fit,1,positive,False,2026-01
R02268,2025-10-07,P030,2,not worth the price,True,1,United States,neutral,value,2,negative,False,2025-10
R02269,2025-11-02,P027,4,arrived early and well packaged,False,5,United States,positive,delivery,1,positive,False,2025-11
R02270,2026-04-24,P012,5,comfortable for long sessions,True,0,Germany,positive,fit,1,positive,False,2026-04
R02271,2026-02-23,P017,3,works as expected,True,11,Canada,neutral,unclassified,0,neutral,False,2026-02
R02272,2025-10-20,P007,4,shipping was smooth,True,0,United States,positive,delivery,1,positive,False,2025-10
R02273,2026-07-13,P001,2,defective finish out of the box,True,5,United States,negative,quality,1,negative,False,2026-07
R02274,2025-08-02,P025,3,does what the listing says,True,1,United Kingdom,neutral,unclassified,0,neutral,False,2025-08
R02275,2026-07-13,P017,4,simple controls and clear instructions,True,7,United States,positive,usability,2,positive,False,2026-07
R02276,2026-03-13,P009,2,defective finish out of the box,True,2,United States,negative,quality,1,negative,False,2026-03
R02277,2026-07-16,P019,5,has held up really well,True,4,Australia,neutral,unclassified,0,positive,False,2026-07
R02278,2026-06-01,P019,4,better quality than expected,False,1,Australia,neutral,quality,1,positive,False,2026-06
R02279,2026-03-12,P028,5,excellent price to performance,True,2,Germany,positive,value,1,positive,False,2026-03
R02280,2025-12-07,P007,4,product received,True,4,United States,neutral,unclassified,0,positive,False,2025-12
R02281,2026-02-17,P021,5,size and fit are exactly right,True,0,Canada,positive,fit,2,positive,False,2026-02
R02282,2026-07-21,P007,3,box arrived crushed,True,5,United Kingdom,negative,delivery,2,neutral,False,2026-07
R02283,2025-12-18,P005,4,fits perfectly and feels comfortable,True,0,United States,positive,fit,2,positive,False,2025-12
R02284,2025-08-31,P028,5,excellent price to performance,True,0,United Kingdom,positive,value,1,positive,False,2025-08
R02285,2025-08-05,P007,4,fast delivery with no damage,True,5,United States,positive,delivery,1,positive,False,2025-08
R02286,2025-10-08,P021,5,still works perfectly after months,True,6,United States,positive,durability,1,positive,False,2025-10
R02287,2026-04-07,P004,5,shipping was smooth,True,0,United Kingdom,positive,delivery,1,positive,False,2026-04
